sentence,cluster,orig_idx,title,umap_x,umap_y
with 37 editions dainik jagran covers 11 states of india.,8,75,air india plane crash ai171 crash video aryan asari ahmedabad,12.345989,-1.0199865
it has also been declared by the world association of newspapers wan as the largest read daily in the world.air india plane crash ai171 crash video aryan asari ahmedabad,8,75,air india plane crash ai171 crash video aryan asari ahmedabad,12.248885,-1.2605886
the plane which was en route to london gatwick carried 242 people on board.,5,76,watch moment air india plane crashed in ahmedabad subscribe to firstpost n18g,1.818647,8.775926
at least 265 people died in the tragic incident.watch moment air india plane crashed in ahmedabad subscribe to firstpost n18g,23,76,watch moment air india plane crashed in ahmedabad subscribe to firstpost n18g,0.23520905,7.0991836
one was a veteran preparing to hang up his boots the other a young co pilot just charting the early course of his aviation career.,17,77,how were pilot s last moments before air india ai 171 crash ahmedabad,1.4048059,6.62526
both the aviators captain sumeet sabharwal and first officer clive kunder met a cruel end on thursday as the boeing 787 8 dreamliner crashed.,20,77,how were pilot s last moments before air india ai 171 crash ahmedabad,-0.43443146,6.295195
more.how were pilot s last moments before air india ai 171 crash ahmedabad,18,77,how were pilot s last moments before air india ai 171 crash ahmedabad,0.9655588,6.253048
air india ai 171 crash explained 3d animation of real incident in ahmedabad on june 12 2025 air india flight ai 171 tragically crashed shortly after takeoff from ahmedabad airport striking a medical college hostel and resulting in massive loss of life.,26,78,air india ai 171 crash explained 3d animation of real incident in ahmedabad,0.05138054,5.273933
in this video we present a realistic 3d animation of the actual incident recreated based on news reports and eyewitness accounts.,9,78,air india ai 171 crash explained 3d animation of real incident in ahmedabad,-0.7095658,4.116589
the visuals are intended for educational and awareness purposes only. ??,2,78,air india ai 171 crash explained 3d animation of real incident in ahmedabad,11.601793,1.8616655
flight air india ai 171 ??,-1,78,air india ai 171 crash explained 3d animation of real incident in ahmedabad,0.25346544,6.518692
location ahmedabad india ??,26,78,air india ai 171 crash explained 3d animation of real incident in ahmedabad,0.18140042,5.457343
animation style 3d hyper realistic ??,9,78,air india ai 171 crash explained 3d animation of real incident in ahmedabad,-0.6822674,4.172032
based on real events ?? ??,9,78,air india ai 171 crash explained 3d animation of real incident in ahmedabad,-0.5820951,4.188066
stay informed stay safe.,0,78,air india ai 171 crash explained 3d animation of real incident in ahmedabad,8.79163,2.860027
disclaimer this video is a fictional 3d animation created based on publicly available news reports of the air india ai 171 crash.,-1,78,air india ai 171 crash explained 3d animation of real incident in ahmedabad,-0.083648376,4.754035
it is intended purely for educational documentary and awareness purposes.,2,78,air india ai 171 crash explained 3d animation of real incident in ahmedabad,11.586122,1.8777815
no real footage has been used.,9,78,air india ai 171 crash explained 3d animation of real incident in ahmedabad,-0.6740653,4.2068787
all visuals are ai generated and do not depict real persons or events directly.,9,78,air india ai 171 crash explained 3d animation of real incident in ahmedabad,-0.59593403,4.197602
viewer discretion is advised.,2,78,air india ai 171 crash explained 3d animation of real incident in ahmedabad,11.68844,1.868387
2025 allinonecontent .,18,78,air india ai 171 crash explained 3d animation of real incident in ahmedabad,1.0638585,5.7565475
do not re upload this video without permission.,0,78,air india ai 171 crash explained 3d animation of real incident in ahmedabad,8.924716,3.0795677
background music used under creative commons license from scott buckley kai engel.,0,78,air india ai 171 crash explained 3d animation of real incident in ahmedabad,8.947174,3.1197386
air india ai171 air india crash ahmedabad plane crash 3d plane crash animation real incident air india flight crash animation aviation disaster india medical hostel plane crash air india 787 crash ai171 animation emergency landing animation air crash documentary indian aviation tragedyair india ai 171 crash explained 3d animation of real incident in ahmedabad,-1,78,air india ai 171 crash explained 3d animation of real incident in ahmedabad,0.19483174,5.1552124
the family members of 22 year old nganthoi sharma kongbrailatpam from awang leikei of thoubal district in manipur were gathered on the red tiled floor consoling each other as they were informed of the crash.,21,79,ahmedabad plane crash air india cabin crew s grieving family speaks to ndtv,2.0019698,6.0446095
my child my child i raised with these hands where have you gone?,21,79,ahmedabad plane crash air india cabin crew s grieving family speaks to ndtv,1.9662712,6.0799046
i want to see you.,2,79,ahmedabad plane crash air india cabin crew s grieving family speaks to ndtv,11.662733,1.7413167
where are you a woman is heard saying in the video.ahmedabad plane crash air india cabin crew s grieving family speaks to ndtv,-1,79,ahmedabad plane crash air india cabin crew s grieving family speaks to ndtv,1.2937783,6.0424876
keep watching...ahmedabad plane crash one survivor found in air india flight public tv,24,80,ahmedabad plane crash one survivor found in air india flight public tv,1.3948742,5.569847
cctv footage captured the moment an air india passenger plane crashed shortly after takeoff in ahmedabad india on thursday.,25,81,cctv footage shows moment air india plane crashes in ahmedabad,-0.51694655,5.330014
more than 240 people were believed to be onboard the london gatwick bound aircraft.,5,81,cctv footage shows moment air india plane crashes in ahmedabad,1.8046026,8.724609
contribute to the guardian today ?,-1,81,cctv footage shows moment air india plane crashes in ahmedabad,11.661247,2.409251
cctv footage shows moment air india plane crashes in ahmedabad,25,81,cctv footage shows moment air india plane crashes in ahmedabad,-0.4481759,5.231543
ramesh vishwa kumar is the lone survivor of ahmedabad air india plane crash which claimed the lives of 241 onboard the plane.,16,82,the door broke... lone survivor describes surviving air india plane crash ahmedabad plane crash,2.8349628,6.471133
from his hospital bed in ahmedabad kumar recalled in chilling details how the events unfolded in the final moments of flight ai 171.,18,82,the door broke... lone survivor describes surviving air india plane crash ahmedabad plane crash,0.99092805,6.182213
prime minister narendra modi met the lone survivor on friday and asked him how the incident took place.,12,82,the door broke... lone survivor describes surviving air india plane crash ahmedabad plane crash,2.4020827,5.3084574
i myself couldn t believe that i survived the crash.,16,82,the door broke... lone survivor describes surviving air india plane crash ahmedabad plane crash,2.8501737,6.0246954
for a while i thought i ll die but when i opened my eyes i was alive then i tried to open my seat belt and tried to escape from there.,16,82,the door broke... lone survivor describes surviving air india plane crash ahmedabad plane crash,2.8389087,6.038899
want access to business standard s premium insights?,7,82,the door broke... lone survivor describes surviving air india plane crash ahmedabad plane crash,12.584463,-1.2447366
dive into real time news updates insights and much more.the door broke... lone survivor describes surviving air india plane crash ahmedabad plane crash,24,82,the door broke... lone survivor describes surviving air india plane crash ahmedabad plane crash,1.231186,5.4918385
an air india passenger plane bound for london with more than 240 people on board crashed and exploded after takeoff thursday in india s northwestern city of ahmedabad officials said.wreckage at crash site as air india flight crashes shortly after take off from ahmedabad airport,22,83,wreckage at crash site as air india flight crashes shortly after take off from ahmedabad airport,-0.60128003,7.7422185
an air india passenger plane carrying 242 people has crashed near ahmedabad s sardar vallabhbhai patel international airport shortly after takeoff.,22,84,ahmedabad plane crash kills over 260 people world mourns air india s major tragedy watch,-0.5115217,7.7800684
the aircraft a boeing 787 8 dreamliner operating as flight ai171 was en route to london s gatwick airport when the tragedy struck just five minutes after departure.,4,84,ahmedabad plane crash kills over 260 people world mourns air india s major tragedy watch,1.058182,8.923679
the crash took place in the meghani nagar area a densely populated residential zone leading to panic and chaos.,11,84,ahmedabad plane crash kills over 260 people world mourns air india s major tragedy watch,-1.4011871,3.7103565
visuals from the site show thick black smoke billowing from the wreckage.,11,84,ahmedabad plane crash kills over 260 people world mourns air india s major tragedy watch,-1.8083868,3.2965379
rescue operations are underway no one knows mumbai better than us.,1,84,ahmedabad plane crash kills over 260 people world mourns air india s major tragedy watch,-0.5890917,2.4689417
.ahmedabad plane crash kills over 260 people world mourns air india s major tragedy watch,-1,84,ahmedabad plane crash kills over 260 people world mourns air india s major tragedy watch,1.282095,5.7572913
an air india passenger plane bound for gatwick airport with more than 240 people on board has crashed shortly after takeoff from the north western indian city of ahmedabad.,22,85,footage shows aftermath at air india flight 171 crash site,-0.6077592,7.809771
according to reports in the indian media the plane crashed into a building comprising accommodation for doctors working in local hospitals.,19,85,footage shows aftermath at air india flight 171 crash site,-1.0428846,6.267875
footage shows buildings burning and debris scattered across the ground.,11,85,footage shows aftermath at air india flight 171 crash site,-1.6046084,3.2842638
what we know so far about the air india flight 171 crash ?,13,85,footage shows aftermath at air india flight 171 crash site,0.7794985,4.023316
contribute to the guardian today ?,-1,85,footage shows aftermath at air india flight 171 crash site,11.689374,2.39206
footage shows aftermath at air india flight 171 crash site,25,85,footage shows aftermath at air india flight 171 crash site,-0.37967914,5.0600142
the boeing plane operated by air india crashed into a residential area in the city of ahmedabad.,22,86,video captures moment air india flight crashes,-1.0018202,7.6403723
police say they have recovered more than 200 bodies from the crash site.video captures moment air india flight crashes,-1,86,video captures moment air india flight crashes,0.6741621,7.370814
a london bound air india boeing 787 dreamliner carrying 230 passengers and 12 crew members crashed into a medical college hostel minutes after taking off from the ahmedabad airport this afternoon.,19,87,ahmedabad plane crash one survivor found air india plane crash,-0.7430894,6.28475
visuals captured on mobile camera showed the aircraft losing altitude rapidly and crashing in a ball of fire.,10,87,ahmedabad plane crash one survivor found air india plane crash,-1.3562756,4.152229
there were 169 indians 53 british one canadian and seven portuguese nationals onboard the air india flight ai 171 from ahmedabad to london gatwick.,6,87,ahmedabad plane crash one survivor found air india plane crash,1.3904376,8.10325
ahmedabad plane crash 242 passengers all declared dead air india plane crash ..............................................................................................,-1,87,ahmedabad plane crash one survivor found air india plane crash,0.46611416,6.687332
news9 is india s first fully integrated english news brand across all digital platforms.,7,87,ahmedabad plane crash one survivor found air india plane crash,12.61445,-0.53952
it includes a publishing platform viz.,7,87,ahmedabad plane crash one survivor found air india plane crash,12.660235,-0.5630181
ahmedabad plane crash one survivor found air india plane crash,-1,87,ahmedabad plane crash one survivor found air india plane crash,1.4446852,5.704709
ahmedabad plane crash an air india flight bound for london crashed near ahmedabad s meghani area on thursday afternoon minutes after take off.,22,88,moment when air india dreamliner crashed ahmedabad plane crash exact moment plane crashed,-0.65677595,7.3434253
the boeing dreamliner carrying over 195 passengers and crew took off at 1 47 pm and went down just nine minutes later.,5,88,moment when air india dreamliner crashed ahmedabad plane crash exact moment plane crashed,1.4969825,8.658817
videos showed smoke rising near the airport.,11,88,moment when air india dreamliner crashed ahmedabad plane crash exact moment plane crashed,-1.8775687,3.215776
air india confirmed the incident and said details are still being verified.,-1,88,moment when air india dreamliner crashed ahmedabad plane crash exact moment plane crashed,0.6201372,4.4706254
the indian express covers a wide spectrum of national and international news including daily updates political developments election coverage gadget and mobile reviews technology updates entertainment news bollywood trends sports news and public opinions on daily topics.,8,88,moment when air india dreamliner crashed ahmedabad plane crash exact moment plane crashed,12.283767,-1.4231905
the indian express s comprehensive coverage extends to global events providing insightful analysis on international affairs.,8,88,moment when air india dreamliner crashed ahmedabad plane crash exact moment plane crashed,12.348926,-1.4662483
with a focus on both indian and global perspectives the indian express delivers top notch editorial analysis and in depth reporting.,8,88,moment when air india dreamliner crashed ahmedabad plane crash exact moment plane crashed,12.331678,-1.4486657
stay informed with the latest news trends explained and expert views from india and around the world.moment when air india dreamliner crashed ahmedabad plane crash exact moment plane crashed,26,88,moment when air india dreamliner crashed ahmedabad plane crash exact moment plane crashed,0.6335183,5.380562
an air india plane bound for london with more than 240 people on board has crashed in india s western city of ahmedabad.,22,89,no known survivors in air india flight 171 crash city police commissioner,-0.6037908,7.7964296
officials say there are no known survivors.,-1,89,no known survivors in air india flight 171 crash city police commissioner,1.812693,6.9896846
the boeing 787 8 dreamliner went down shortly after taking off from ahmedabad s airport.,20,89,no known survivors in air india flight 171 crash city police commissioner,-0.52683485,6.2237186
local media are reporting the aircraft crashed on a medical college hostel.,19,89,no known survivors in air india flight 171 crash city police commissioner,-1.0452645,6.291406
the number of victims on the ground is unclear.,21,89,no known survivors in air india flight 171 crash city police commissioner,2.0276675,6.6832824
emergency crews are at the scene in ahmedabad.,1,89,no known survivors in air india flight 171 crash city police commissioner,-0.5649599,2.5432146
the aircraft reportedly gave a mayday call signalling an emergency shortly after take off.,-1,89,no known survivors in air india flight 171 crash city police commissioner,0.7083405,6.0627546
terry tozer an aviation expert in the uk says while it is too soon to say what caused the crash the glaring question in this instance revolves around the position of the flaps on the air india flight.no known survivors in air india flight 171 crash city police commissioner,13,89,no known survivors in air india flight 171 crash city police commissioner,0.79009706,3.967551
an air india flight ai 171 travelling from ahmedabad to london crashed near the meghaninagar area close to ahmedabad airport on the afternoon of 12 may 2025.,-1,90,air india flight crashes near ahmedabad airport,-0.42579055,6.986906
according to officials the aircraft caught fire shortly after the crash.,10,90,air india flight crashes near ahmedabad airport,-1.2466946,4.221787
firefighters were dispatched to the scene to extinguish the flames.,1,90,air india flight crashes near ahmedabad airport,-0.81717765,2.2625945
thank you for watching our video!,0,90,air india flight crashes near ahmedabad airport,8.920558,3.0757582
we promise to deliver quality journalism that stays away from vested interest and political propaganda.air india flight crashes near ahmedabad airport,-1,90,air india flight crashes near ahmedabad airport,1.1998878,5.1368237
the incident is believed to have occurred when the flight was taking off for london at 1.17 pm.,4,91,ahmedabad plane crash live updates air india flight going to london crashes plane crash n18l,0.9589085,9.05732
heavy smoke is visible from dharpur near the meghaninagar area.,11,91,ahmedabad plane crash live updates air india flight going to london crashes plane crash n18l,-2.1930487,3.6800287
the fire brigade has rushed to the spot and emergency response teams are being mobilised.,1,91,ahmedabad plane crash live updates air india flight going to london crashes plane crash n18l,-0.79132384,2.259015
authorities are yet to confirm the cause of the crash.,14,91,ahmedabad plane crash live updates air india flight going to london crashes plane crash n18l,0.4439292,3.4330747
more details awaited.ahmedabad plane crash live updates air india flight going to london crashes plane crash n18l,26,91,ahmedabad plane crash live updates air india flight going to london crashes plane crash n18l,0.56286937,5.288252
ahmedabad to london gatwick airport had crashed into a residential area meghani nagar take off at 1 38 p.m. crashed 5 minutes after take off with pilot in command sumit sabharwal co pilot clive kunder.,-1,92,plane crash in ahmedabad live air india flight to london crashes moments after take off in ahmedabad,-0.8761827,7.3588185
moneycontrol is india s leading financial portal offering market news expert analysis and powerful tools.,-1,92,plane crash in ahmedabad live air india flight to london crashes moments after take off in ahmedabad,12.383234,-0.7472883
a part of network18 moneycontrol.com is india s most trusted destination for financial and business news.plane crash in ahmedabad live air india flight to london crashes moments after take off in ahmedabad,26,92,plane crash in ahmedabad live air india flight to london crashes moments after take off in ahmedabad,0.6563738,5.260791
ahmedabad air india tragedy boeing 787 plane with 242 onboard crashes into hostel spotlight n18g ahmedabad air india boeing 787 crash india is grappling with the aftermath of the tragic passenger plane crash in ahmedabad that claimed 268 lives leaving just one british national as the lone survivor.,-1,93,ahmedabad pm modi visits air india boeing 787 plane crash site meets survivor spotlight n18g,0.0033119784,6.397387
prime minister narendra modi visited the crash site and ahmedabad civil hospital where he met the injured and the sole survivor.,12,93,ahmedabad pm modi visits air india boeing 787 plane crash site meets survivor spotlight n18g,2.3135197,5.166851
he also offered condolences to the family of former gujarat chief minister vijay rupani who was among the deceased.,-1,93,ahmedabad pm modi visits air india boeing 787 plane crash site meets survivor spotlight n18g,1.9313128,6.0063515
external affairs minister dr. s jaishankar confirmed communication with his counterparts in britain canada and portugal as citizens from these countries were on board.,6,93,ahmedabad pm modi visits air india boeing 787 plane crash site meets survivor spotlight n18g,1.5457051,7.983127
the directorate general of civil aviation dgca mandated a full health check of air india s fleet.,-1,93,ahmedabad pm modi visits air india boeing 787 plane crash site meets survivor spotlight n18g,0.49241304,4.852437
air india ceo campbell wilson and boeing have pledged full cooperation in the investigation.ahmedabad pm modi visits air india boeing 787 plane crash site meets survivor spotlight n18g,13,93,ahmedabad pm modi visits air india boeing 787 plane crash site meets survivor spotlight n18g,0.98598796,4.4190664
